LoanStatus,CurrentLoanAmount,Term,CreditScore,AnnualIncome,MonthlyDebt,YearsofCreditHistory,MonthsSinceLastDelinquent,NumberofOpenAccounts,Bankruptcies,CurrentCreditBalance,MaximumCredit
Fully Paid,471108,Short Term,743,2712402,27576.03,19.1,NA,19,0,708871,1424984
Fully Paid,99999999,Short Term,735,608323,2615.73,13.8,43,4,0,10811,133276
Fully Paid,335324,Short Term,,,13886.72,22.2,14,9,0,44080,184910
Fully Paid,99999999,Short Term,729,927295,10586.61,12.4,NA,11,0,415530,560758
Fully Paid,153868,Short Term,741,445341,4004.25,16.6,NA,10,0,10716,48312
Fully Paid,178332,Short Term,706,660687,6331.56,17.8,NA,9,0,215422,412280
Fully Paid,99999999,Short Term,730,1268801,15965.7,18.9,NA,7,1,61902,127094
Fully Paid,426514,Short Term,736,1360058,36041.67,26.5,73,13,0,431528,800778
Fully Paid,223322,Short Term,696,771476,14786.75,38.1,49,9,0,207689,308286
Charged Off,121308,Short Term,,,5924.58,11,NA,11,0,220343,619256
Fully Paid,434610,Long Term,596,895508,17163.84,9.9,NA,22,0,414162,706266
Fully Paid,180312,Short Term,,,12354.18,16.9,39,11,0,94107,408166
Charged Off,198682,Short Term,735,1216266,27771.16,15.6,12,9,0,142994,411884
Fully Paid,177166,Short Term,730,765016,16702.71,25.3,71,14,0,88293,385836
Fully Paid,504284,Short Term,718,989919,12209.02,11.4,9,17,0,220400,2126674
Fully Paid,134992,Short Term,747,1981795,23599.9,19.6,NA,14,0,275310,798974
Fully Paid,450780,Short Term,,,37016.94,19.1,NA,13,0,374927,590634
Fully Paid,431992,Short Term,742,1902736,28223.74,15.8,NA,11,0,247494,546876
Fully Paid,172876,Short Term,719,653239,2781.6,13,NA,5,0,132848,216040
Charged Off,146366,Long Term,,,4843.1,22.6,NA,8,0,99712,193710
Fully Paid,237908,Short Term,725,1262702,16941.16,13.6,64,10,1,78945,249040
Charged Off,133276,Short Term,734,1189419,9574.86,7.9,NA,10,0,103968,222090
Fully Paid,221716,Short Term,706,651035,7378.46,12.9,NA,6,0,431908,685080
Fully Paid,315150,Short Term,711,916712,13292.21,15.5,NA,6,0,273486,367796
Fully Paid,201894,Long Term,700,2557400,21269.17,30,2,9,0,300067,904816
Charged Off,216502,Short Term,706,785308,15771.71,13.2,2,19,0,40147,645590
Fully Paid,99999999,Long Term,744,912000,18620.19,19.4,NA,21,0,113468,1663046
Fully Paid,216040,Short Term,,,6974.71,14.2,NA,9,1,70585,321772
Fully Paid,373362,Long Term,711,1043233,8154.61,15,NA,8,0,283803,428428
Fully Paid,195272,Short Term,,,8516.37,9.4,46,9,0,158688,585178
Fully Paid,228778,Long Term,689,578075,15704.45,12,9,6,0,144039,433180
Fully Paid,670428,Long Term,700,2026521,20771.75,14.8,26,10,0,428982,516340
Charged Off,544456,Long Term,682,1072056,5887.53,19.9,63,17,0,337193,1052370
Charged Off,266552,Short Term,7330,1189419,23689.39,20.6,NA,18,0,394535,1072390
Fully Paid,196592,Short Term,736,1169640,24075.09,21.2,26,15,0,607829,1067990
Fully Paid,111958,Short Term,714,615790,13906.48,6.4,NA,7,0,32433,110418
Fully Paid,215490,Short Term,707,1371534,16115.61,18.3,33,8,0,527858,635998
Fully Paid,99999999,Short Term,719,1475825,26933.83,22.1,11,15,0,235524,370546
Fully Paid,99999999,Long Term,709,999457,21488.43,17.8,60,22,0,386384,868736
Fully Paid,80388,Short Term,706,964155,5672.45,8.3,37,11,0,31217,722964
Fully Paid,334268,Short Term,674,1000749,19181.07,17.6,NA,8,0,232769,283118
Fully Paid,129470,Short Term,719,1174010,13305.51,17.3,64,14,0,363394,992376
Fully Paid,78672,Short Term,718,603858,13033.43,15.3,NA,10,0,209209,292908
Fully Paid,134376,Short Term,706,950722,19489.63,27,65,9,1,92853,159060
Fully Paid,214852,Short Term,725,1484432,15462.77,12.9,24,10,0,174857,292182
Charged Off,129184,Short Term,,,12884.47,9.5,50,9,1,99731,244156
Fully Paid,99999999,Short Term,740,1231048,26057.17,23.1,32,8,0,504868,778382
Fully Paid,370986,Short Term,710,865944,13205.57,17,NA,11,0,365769,487938
Fully Paid,122826,Short Term,724,1704699,55402.67,27.7,43,30,0,1012890,1991220
Charged Off,661914,Short Term,709,2096061,34759.74,24.8,NA,12,0,683145,1109416
Charged Off,316382,Short Term,6870,1448237,25343.91,9.5,25,7,0,88635,323730
Charged Off,289608,Short Term,722,909530,20691.95,16.7,NA,14,0,244093,361878
Charged Off,527560,Long Term,709,1038255,21630.36,17.4,NA,10,0,442339,769032
Fully Paid,215534,Short Term,742,2010352,25464.37,15,71,11,1,178676,394086
Fully Paid,109076,Long Term,682,565212,8746.65,22.1,NA,10,0,56715,74184
Charged Off,156596,Short Term,,,23893.83,8.2,NA,11,0,173831,348854
Fully Paid,172876,Short Term,,,14108.26,4.9,NA,9,0,173584,315546
Fully Paid,770154,Long Term,677,1805361,36257.7,20,NA,15,0,547010,697532
Fully Paid,99999999,Short Term,718,2614780,15993.63,15.5,72,8,0,260224,497222
Charged Off,233970,Long Term,690,1259016,37770.29,20.4,NA,15,0,397119,639540
Fully Paid,99999999,Short Term,714,2301888,56588.08,29.1,16,10,0,485222,653290
Fully Paid,176000,Short Term,,,10640,17.3,NA,4,0,157890,191444
Fully Paid,201278,Short Term,,,9140.9,17.5,17,12,0,29070,197978
Fully Paid,99999999,Short Term,741,520942,11330.27,17.2,NA,15,0,325660,434918
Fully Paid,605902,Short Term,713,1719329,29371.91,37.4,58,11,0,619495,1050236
Fully Paid,156992,Short Term,738,968430,1686.63,9.9,NA,5,0,47880,362340
Fully Paid,126060,Short Term,742,581932,13287.46,11.5,NA,10,0,284449,404140
Charged Off,72490,Short Term,689,1675819,23182.09,17.1,NA,9,0,56753,73590
Fully Paid,759682,Short Term,699,1818300,33335.5,17,9,9,0,266057,331958
Fully Paid,41162,Short Term,720,960830,6557.66,17,79,7,1,36081,233464
Fully Paid,53834,Short Term,724,1264602,18020.74,13.9,32,9,0,93385,150810
Fully Paid,158246,Short Term,707,1246856,17559.99,13,20,8,0,47443,175494
Charged Off,155254,Short Term,,,15881.34,26.5,NA,10,0,222281,303886
Fully Paid,322256,Short Term,,,9317.79,18.6,NA,8,0,215973,2066812
Charged Off,447832,Long Term,728,966910,15551.12,36.7,NA,10,0,395618,1098526
Fully Paid,58938,Short Term,649,294082,3752.12,13.7,28,3,0,9253,10912
Fully Paid,99999999,Short Term,750,1542344,30204.3,14,24,14,0,118142,984148
Fully Paid,91146,Short Term,746,767904,8702.76,9.2,NA,6,0,51984,244684
Fully Paid,99999999,Short Term,664,1048572,12844.95,6.5,19,7,0,33212,121286
Fully Paid,215622,Short Term,,,17845.37,25.3,22,17,0,324558,1232132
Charged Off,333630,Short Term,,,24763.65,36.1,47,9,0,89072,363154
Charged Off,86592,Short Term,712,314735,8471.53,19.8,14,5,0,59774,125598
Fully Paid,99999999,Short Term,734,1432752,30923.64,40.8,73,21,0,417145,764280
Fully Paid,331386,Short Term,725,1297434,5492.52,9.9,25,6,0,25137,192698
Fully Paid,262680,Long Term,688,1625830,14767.94,17.2,NA,11,0,201324,306306
Fully Paid,324324,Long Term,662,3267810,26714.38,18.7,NA,5,1,969,187396
Fully Paid,32824,Long Term,,,10404.21,21.3,44,8,0,101175,360470
Fully Paid,224004,Short Term,740,1431593,19803.7,17.9,41,18,0,141398,463804
Fully Paid,105908,Short Term,,,36884.89,26.9,15,21,0,170506,671506
Fully Paid,444796,Long Term,665,2304852,26505.76,21.8,35,14,1,132050,400246
Fully Paid,100540,Short Term,720,858857,10735.57,22,NA,13,1,119453,355564
Charged Off,471108,Short Term,696,924711,14255.7,19.9,4,12,1,82669,241142
Fully Paid,200882,Long Term,672,1044639,19499.7,12.1,NA,14,0,231876,334774
Fully Paid,399278,Long Term,734,1582434,7186.75,21.5,NA,7,0,378917,550506
Charged Off,86592,Short Term,745,392274,4380.45,25.7,69,13,0,86013,411532
Fully Paid,361922,Long Term,700,663005,15138.63,22,NA,16,1,56981,1081586
Fully Paid,109296,Short Term,739,792813,21736.38,15.3,10,10,0,245613,531586
Fully Paid,216810,Short Term,730,748980,9487.08,12.5,27,8,0,178600,472120
Fully Paid,99999999,Short Term,712,573306,5733.06,25.9,NA,5,1,192071,411862
Fully Paid,134948,Long Term,731,1301519,20130.12,15.4,NA,18,0,596885,1050368
Fully Paid,99999999,Short Term,731,1474590,26911.22,21.8,NA,12,0,711892,1232132
Fully Paid,232100,Short Term,738,1134642,10684.46,16.3,NA,6,0,101270,190344
Fully Paid,177760,Short Term,,,7724.07,19.7,5,8,1,155572,461890
Fully Paid,557084,Long Term,,,18893.79,12,72,14,0,346389,528462
Charged Off,224422,Long Term,,,9960.75,17.5,18,11,0,453568,856746
Fully Paid,143836,Short Term,743,892791,4248.21,18.9,NA,4,0,79781,134860
Fully Paid,133386,Short Term,715,885134,11211.71,7.9,NA,6,0,141987,264726
Fully Paid,440044,Long Term,710,1368133,15847.52,11.8,8,5,0,162735,204600
Charged Off,344850,Long Term,686,1209939,27424.98,13.3,NA,9,0,421192,640002
Fully Paid,652740,Long Term,591,2160965,16819.37,16,48,7,0,118427,150194
Fully Paid,345378,Long Term,730,829065,2742.84,17,NA,6,0,60192,718476
Fully Paid,327602,Short Term,747,1037381,28354.84,27.2,NA,18,0,248615,1082202
Charged Off,785950,Long Term,6940,2618105,46689.46,14.6,NA,11,0,611990,1389454
Charged Off,238700,Long Term,743,1145244,13742.89,19.2,NA,6,0,698630,1051952
Fully Paid,256960,Short Term,674,1491994,27104.64,23,NA,10,0,447336,616638
Fully Paid,130790,Short Term,703,982604,14902.84,13.8,41,10,0,147991,274626
Fully Paid,201652,Short Term,741,1025525,5435.33,14,63,8,1,126065,431860
Fully Paid,162184,Short Term,745,2241012,4089.94,20.3,NA,8,0,142462,868120
Fully Paid,472934,Short Term,720,1753111,30095.24,25.5,NA,16,0,287489,545688
Fully Paid,525250,Long Term,723,1833424,23987.12,12.5,NA,16,0,610014,899778
Fully Paid,99999999,Short Term,696,982129,2283.42,18.5,NA,4,0,29222,125312
Fully Paid,135058,Short Term,733,913634,24820.08,10.8,24,9,0,255208,335412
Fully Paid,213180,Short Term,715,1457566,16640.77,13.9,16,11,0,111948,204468
Charged Off,313632,Short Term,6680,752400,14044.8,8.4,42,12,0,225226,524744
Fully Paid,404910,Short Term,751,1223942,24070.72,21.8,NA,24,0,147554,1095182
Fully Paid,337040,Short Term,,,21713.96,16.2,NA,18,0,3895,750200
Fully Paid,190454,Short Term,736,1051308,19974.89,18.5,32,18,0,457957,753214
Fully Paid,579370,Long Term,723,1347157,29525.24,22.4,NA,15,0,591850,1496264
Charged Off,110462,Short Term,744,1106636,9166.55,11.3,NA,6,0,120137,167816
Fully Paid,771012,Long Term,672,1483919,26587.08,16.6,51,18,0,520524,1598674
Fully Paid,314754,Long Term,725,2485257,29615.87,15,10,10,0,708985,885588
Fully Paid,355300,Short Term,,,14901.7,30.5,20,14,0,542070,734954
Fully Paid,434808,Long Term,620,1304920,23042.63,29,3,11,0,238963,412984
Fully Paid,47498,Short Term,714,950969,13868.48,21.7,17,4,0,211432,287012
Charged Off,358644,Long Term,667,1935910,17584.5,18.9,10,20,0,222072,647680
Fully Paid,488136,Long Term,645,1165650,22827.36,18,NA,14,0,291859,623524
Charged Off,325710,Long Term,731,1125180,22878.66,11,NA,10,0,333887,649748
Fully Paid,598928,Long Term,,,18998.1,9.3,NA,16,0,449939,962984
Fully Paid,99999999,Short Term,699,793611,13954.36,12.3,NA,9,0,7239,139656
Fully Paid,366388,Long Term,697,904058,18081.35,13.9,NA,16,0,208012,279092
Charged Off,217734,Long Term,692,902614,5490.81,17.5,NA,6,0,188404,294008
Fully Paid,99999999,Long Term,692,1243645,4186.84,20.8,NA,10,1,94145,502392
Fully Paid,283250,Long Term,696,684209,2748.35,14,43,10,0,24035,67540
Fully Paid,452892,Short Term,750,2700736,20953.2,13,NA,11,0,292980,764060
Fully Paid,600226,Long Term,698,2725797,27939.5,14.7,NA,7,0,256861,375540
Fully Paid,267322,Short Term,743,1731546,32033.62,21.9,33,18,0,1230364,3375878
Fully Paid,383350,Short Term,709,993225,17000.63,16.8,NA,7,0,333564,387794
Fully Paid,68816,Short Term,,,445.74,20.7,NA,3,0,437,6446
Fully Paid,536492,Short Term,,,61521.62,27.9,NA,14,0,1245032,3344836
Fully Paid,451198,Long Term,661,886179,21120.59,18,NA,15,0,236740,365508
Charged Off,66154,Short Term,740,642086,7651.49,23.7,NA,6,0,306812,405548
Fully Paid,769846,Long Term,612,2279544,50339.93,26.3,54,18,0,533672,698258
Fully Paid,662838,Long Term,719,2671438,54096.61,20,NA,12,0,928891,1211232
Fully Paid,224906,Short Term,,,19828.21,26.8,11,15,1,171171,582912
Charged Off,350416,Long Term,733,23980375,435843.28,19.2,NA,10,0,925794,1288430
Fully Paid,99999999,Short Term,742,484082,7543.38,26.6,NA,11,0,114513,233046
Fully Paid,199914,Short Term,,,19308.94,20.5,39,13,0,104063,241956
Fully Paid,172700,Short Term,718,503348,8892.57,9.2,NA,15,0,253156,708026
Fully Paid,99999999,Long Term,728,1397507,28415.83,21.1,30,25,0,378081,1199418
Fully Paid,99999999,Short Term,751,1498473,9989.82,21.5,NA,7,0,75354,131406
Fully Paid,26136,Short Term,730,1504648,19936.51,20,NA,10,0,544198,766568
Fully Paid,196878,Short Term,702,774554,9875.63,19,NA,7,0,529948,903738
Fully Paid,275946,Long Term,635,667261,9564.22,9.3,NA,10,0,255569,419144
Fully Paid,99999999,Long Term,739,956479,20875.3,30.7,NA,9,0,396340,577280
Fully Paid,261624,Short Term,735,1280372,14190.91,27.4,66,10,0,152817,250646
Charged Off,659802,Long Term,710,1519544,32290.31,33.6,40,23,0,664506,1068628
Fully Paid,219296,Short Term,743,852264,4907.7,10.5,NA,23,0,180139,739618
Fully Paid,348062,Short Term,749,2442336,32768.16,22.5,NA,7,0,243295,609752
Fully Paid,132396,Short Term,,,17742.01,19.1,NA,10,0,154983,520190
Fully Paid,503162,Long Term,655,1107833,11170.67,14,NA,27,0,124013,1354760
Fully Paid,313060,Long Term,709,758423,19087.02,24.4,58,8,1,141569,343640
Fully Paid,150392,Short Term,,,13434.14,11.9,7,10,0,116147,204072
Fully Paid,337040,Short Term,747,1746423,18919.63,20,72,7,0,401945,512006
Fully Paid,721358,Long Term,700,1418027,34859.68,17.5,NA,11,0,494684,1154824
Charged Off,232540,Short Term,7400,599602,13940.87,10.4,NA,13,0,268375,406736
Fully Paid,781022,Long Term,643,2408972,9134.06,5.5,5,12,0,145084,1226170
Fully Paid,360536,Long Term,730,1349266,22937.56,31,NA,13,0,452390,851752
Fully Paid,345026,Long Term,710,1117428,9274.66,13.2,NA,12,1,343995,564982
Fully Paid,131648,Short Term,,,14244.68,10.8,NA,9,0,226005,351252
Fully Paid,87978,Short Term,671,531848,5185.48,8.5,NA,4,0,56392,72556
Fully Paid,210914,Short Term,690,1068617,17453.97,12.3,NA,14,0,365389,1026916
Fully Paid,259490,Short Term,749,1400642,18908.61,20.8,NA,11,0,428165,1709554
Fully Paid,400576,Long Term,606,2949389,20399.73,11,50,10,0,297312,356004
Fully Paid,99999999,Short Term,746,696958,1312.52,11.5,NA,2,0,43776,96008
Fully Paid,755304,Short Term,740,2516018,28095.49,23,NA,15,0,635949,1209142
Fully Paid,99999999,Short Term,723,1370413,1507.46,21.6,44,4,0,52611,84854
Charged Off,419254,Long Term,711,724166,10916.83,15.2,60,15,0,155211,258236
Fully Paid,199958,Short Term,724,1301177,17240.6,26.9,NA,6,0,88502,112970
Fully Paid,108658,Short Term,,,769.88,19,6,3,0,24586,93038
Fully Paid,431156,Long Term,732,785764,10705.93,15.8,NA,13,0,246354,926134
Fully Paid,133188,Short Term,718,670985,15041.16,20.4,NA,17,0,253669,439692
Fully Paid,215006,Short Term,,,16215.93,16.2,64,11,0,69502,290532
Fully Paid,222398,Short Term,711,1248471,27882.31,19.5,NA,10,1,103132,242198
Fully Paid,99999999,Long Term,720,1808686,14876.43,20.4,23,5,0,684893,905278
Fully Paid,536602,Short Term,747,1930970,29769.2,21.9,17,12,0,415416,1414710
Fully Paid,318032,Long Term,732,2952676,52163.93,27.9,17,13,0,723558,1427272
Fully Paid,506308,Long Term,627,1883603,20091.74,15.4,59,10,0,173850,340626
Fully Paid,302390,Short Term,737,4290466,57921.31,25.1,10,12,0,6723017,14941520
Charged Off,271898,Short Term,,,4794.08,9.4,NA,6,0,131119,432542
Fully Paid,225720,Long Term,721,868832,7182.38,13.9,NA,9,0,134938,298738
Fully Paid,99999999,Long Term,723,770260,308.18,15.3,NA,4,0,15067,435908
Fully Paid,65934,Short Term,741,1366765,15603.94,12.9,45,9,0,102182,230648
Fully Paid,783178,Short Term,721,2647517,29122.63,15.8,61,14,0,306869,517198
Fully Paid,441342,Short Term,,,15751.76,13,NA,12,0,89262,480722
Fully Paid,409332,Short Term,739,1105629,19901.36,11.8,NA,10,0,402705,1250106
Fully Paid,99999999,Short Term,740,784985,13279.48,14.3,NA,8,0,86336,324566
Fully Paid,153626,Short Term,,,15011.9,19.3,NA,16,0,108661,2246838
Fully Paid,245080,Short Term,714,670396,13742.89,8.6,NA,8,0,183559,506044
Fully Paid,371822,Short Term,743,1362319,17028.94,15.5,NA,9,0,570912,1212948
Fully Paid,99999999,Short Term,737,665608,6822.33,10.2,NA,9,0,236398,302126
Fully Paid,328856,Short Term,734,1325345,11486.45,21.5,56,6,0,195966,245564
Charged Off,410322,Short Term,,,17749.42,14.7,25,10,0,239343,785070
Fully Paid,755370,Long Term,691,11183400,40260.24,28.5,NA,39,0,1339253,2650780
Fully Paid,279994,Short Term,,,13645.42,10.5,57,7,0,218063,306416
Fully Paid,495902,Short Term,704,973370,22387.51,12.5,NA,9,0,255436,340340
Fully Paid,112266,Short Term,,,11196.13,16.3,32,10,0,122987,152614
Charged Off,354332,Short Term,,,16581.68,8.1,NA,10,0,265069,520234
Fully Paid,251922,Short Term,719,2039688,27875.66,8.5,NA,11,0,324330,651970
Fully Paid,184866,Short Term,743,665209,9257.37,11.1,NA,14,0,2983,383878
Fully Paid,437800,Short Term,716,861498,15650.49,10.8,NA,7,0,285133,620598
Fully Paid,624668,Long Term,,,19896.04,15,NA,11,0,1066527,4348344
Fully Paid,364980,Short Term,728,982965,19577.41,10.6,NA,8,0,169993,251702
Fully Paid,99999999,Short Term,737,230698,2268.6,16,NA,12,0,14060,141570
Charged Off,326678,Short Term,738,1316567,17115.39,6.8,NA,7,0,216562,352660
Fully Paid,402622,Long Term,713,1255634,14962.88,11.4,NA,7,0,200089,726264
Charged Off,155012,Short Term,741,1912350,22788.98,18.1,42,14,0,195320,454146
Fully Paid,91608,Short Term,701,1472918,4836.07,13.3,NA,10,0,63897,448448
Fully Paid,338228,Short Term,,,17209.44,13.7,NA,9,0,387372,721116
Fully Paid,99999999,Short Term,690,315419,5283.14,8.7,36,10,0,80180,277156
Fully Paid,446842,Long Term,674,866115,17971.91,8.4,42,13,0,230736,454366
Fully Paid,715990,Long Term,691,1236691,20271.48,15.3,44,9,0,243922,575234
Fully Paid,528000,Long Term,,,50587.5,19.7,37,16,0,139821,595210
Fully Paid,168476,Short Term,744,1290043,8084.12,22.8,NA,5,0,182514,377366
Fully Paid,382492,Short Term,704,2010770,39544.89,14.9,64,17,0,380551,605286
Fully Paid,133012,Short Term,,,14690.42,13.3,27,9,0,23864,42130
Charged Off,104082,Long Term,,,41494.1,22.8,NA,16,0,1102893,2844182
Fully Paid,205612,Short Term,721,1809161,15377.84,26.1,NA,10,0,167941,388146
Charged Off,431332,Short Term,7470,3427125,39411.89,16.5,NA,19,0,431775,1381094
Fully Paid,550836,Short Term,726,1293938,13801.98,32.8,37,7,0,281865,416284
Fully Paid,343178,Short Term,737,1415006,24172.94,13.7,NA,13,0,259084,330000
Fully Paid,429792,Short Term,,,15543.33,14.5,34,14,0,242592,455268
Charged Off,517440,Short Term,745,1675800,36029.7,19,NA,12,0,605150,938014
Fully Paid,650694,Long Term,741,2247852,10377.61,19,NA,7,0,313690,1202696
Fully Paid,99999999,Short Term,666,5188482,46696.3,19.4,14,7,0,2242798,3946668
Charged Off,314446,Short Term,,,31180.9,18,NA,18,1,524039,855844
Fully Paid,132550,Short Term,711,2424799,44656.84,19.5,NA,27,0,310080,1804176
Fully Paid,175076,Short Term,709,1228464,21293.3,27.3,8,10,0,265316,404734
Charged Off,283514,Short Term,735,1412612,4708.77,25.9,13,11,0,164825,499598
Fully Paid,169246,Short Term,716,1056229,27197.93,20.4,7,10,0,72029,189970
Fully Paid,99999999,Long Term,743,879947,10706.12,32.9,28,11,0,277210,838046
Fully Paid,94358,Short Term,742,1358063,22634.51,18.8,NA,8,0,1027007,1390818
Charged Off,220308,Short Term,,,17480.76,9.6,NA,17,0,116622,352550
Fully Paid,292688,Long Term,742,1778837,41061.28,24.3,18,33,0,412452,2221230
Fully Paid,169862,Short Term,696,408557,6638.98,7.4,NA,6,0,97166,264726
Fully Paid,108064,Short Term,724,1263899,17799.96,9.5,NA,12,0,41192,126830
Fully Paid,99999999,Short Term,745,1510272,17997.37,15,NA,13,0,439603,962214
Charged Off,322278,Short Term,740,890663,13879.5,18.9,31,20,0,529853,876436
Fully Paid,788942,Long Term,685,3504132,36793.31,16.1,NA,17,0,497990,936100
Fully Paid,99999999,Short Term,742,5729070,38671.27,8.5,NA,13,0,215517,409068
Charged Off,97240,Short Term,711,653163,8436.57,12.5,39,10,0,122550,196548
Fully Paid,65142,Short Term,750,1594005,10467.29,11.8,NA,11,0,112157,827222
Fully Paid,107910,Short Term,744,939303,14950.72,15.5,NA,7,0,20672,97284
Fully Paid,99999999,Short Term,742,748258,3024.23,17,48,6,0,109649,308902
Charged Off,257928,Short Term,697,725439,18619.62,8.9,40,12,0,152000,269126
Fully Paid,527428,Short Term,742,1214670,21560.25,22,NA,15,0,410913,689546
Charged Off,558074,Long Term,620,1150374,18597.77,22.5,NA,12,0,680124,855052
Fully Paid,285054,Short Term,743,1874787,22653.7,24.7,65,15,0,85234,179784
Charged Off,323708,Long Term,671,950494,17980.08,14.9,39,14,0,228969,358292
Fully Paid,354574,Short Term,730,1110037,11563.02,28.1,11,18,0,241718,1581294
Fully Paid,769780,Long Term,682,1519544,45966.13,20.5,NA,13,0,502968,879736
Fully Paid,66286,Short Term,,,18686.12,13.9,22,8,0,89642,117128
Charged Off,401544,Long Term,697,963300,6799.34,9.9,49,10,0,1140,263230
Fully Paid,302434,Long Term,706,582065,9701.21,11,60,11,0,449901,868230
Fully Paid,174834,Short Term,742,943730,10931.65,21.9,NA,9,0,256329,432652
Fully Paid,288640,Short Term,691,1966975,37208.46,17.6,78,15,0,308180,412522
Fully Paid,789030,Long Term,680,2628365,49062.56,16.1,NA,12,0,786752,1126070
